pack,family,interrupt_mode,easy_max_turns,easy_reachable_max_tick,easy_within_ticks,easy_after_ticks,easy_effective_deadline,easy_deadline_slack,easy_agent_count,easy_agent_value,easy_enemy_count,easy_enemy_value,easy_force_ratio,easy_starting_cash,easy_kill_quota,easy_cash_goal,easy_survival_floor,easy_survival_strictness,easy_max_losses,easy_units_lost_cap,easy_spawn_groups,easy_win_pred_count,easy_fail_pred_count,easy_sched_count,easy_has_build,easy_solvable,easy_solvable_margin_pct,easy_solvability_issues,medium_max_turns,medium_reachable_max_tick,medium_within_ticks,medium_after_ticks,medium_effective_deadline,medium_deadline_slack,medium_agent_count,medium_agent_value,medium_enemy_count,medium_enemy_value,medium_force_ratio,medium_starting_cash,medium_kill_quota,medium_cash_goal,medium_survival_floor,medium_survival_strictness,medium_max_losses,medium_units_lost_cap,medium_spawn_groups,medium_win_pred_count,medium_fail_pred_count,medium_sched_count,medium_has_build,medium_solvable,medium_solvable_margin_pct,medium_solvability_issues,hard_max_turns,hard_reachable_max_tick,hard_within_ticks,hard_after_ticks,hard_effective_deadline,hard_deadline_slack,hard_agent_count,hard_agent_value,hard_enemy_count,hard_enemy_value,hard_force_ratio,hard_starting_cash,hard_kill_quota,hard_cash_goal,hard_survival_floor,hard_survival_strictness,hard_max_losses,hard_units_lost_cap,hard_spawn_groups,hard_win_pred_count,hard_fail_pred_count,hard_sched_count,hard_has_build,hard_solvable,hard_solvable_margin_pct,hard_solvability_issues,hard_spawn_groups,monotonicity_score,monotonicity_max,monotonicity_breaks,defect_classes,recommendation
proc-tool-use-with-distractor,F7_procedure,False,55,4953,4500,4501,4500,453,4,3500,2,2100,1.6667,1200,0,0,1,0.25,0,0,0,3,3,0,True,True,75.0,,55,4953,4500,4501,4500,453,4,3500,2,2100,1.6667,1200,0,0,1,0.25,0,0,0,3,3,0,True,True,75.0,,55,4953,4500,4501,4500,453,4,3500,4,2300,1.5217,1200,0,0,1,0.25,0,0,2,3,3,0,True,True,75.0,,2,1,8,,,OK
reasoning-frontier-commit,F9_tempo_strategy,False,14,1263,950,951,950,313,1,500,3,1000,0.5,0,0,0,1,1.0,0,,0,2,2,0,False,True,0.0,,14,1263,880,881,880,383,1,500,5,1200,0.4167,0,0,0,1,1.0,0,,0,2,2,0,False,True,0.0,,15,1353,1050,1051,1050,303,1,500,6,1900,0.2632,0,0,0,1,1.0,0,0,2,3,3,0,False,True,0.0,,2,2,8,"effective_deadline: medium→hard LOOSER (m=880, h=1050)",,OK
reasoning-risk-route,F9_tempo_strategy,False,32,2883,2700,2701,2700,183,1,500,4,2900,0.1724,0,0,0,1,1.0,0,0,0,3,3,0,False,True,0.0,,36,3243,3100,3101,3100,143,1,500,7,3800,0.1316,0,0,0,1,1.0,0,0,0,3,3,0,False,True,0.0,,40,3603,3300,3301,3300,303,1,500,8,4100,0.122,0,0,0,1,1.0,0,0,0,3,3,0,False,True,0.0,,0,0,8,"effective_deadline: easy→medium LOOSER (e=2700, m=3100); effective_deadline: medium→hard LOOSER (m=3100, h=3300)",,OK
risk-blockade-bypass,F9_tempo_strategy,True,40,3603,3500,3501,3500,103,8,5650,24,9200,0.6141,0,0,0,1,0.125,4,4,0,3,3,0,False,True,87.5,,32,2883,2800,2801,2800,83,8,5650,24,9200,0.6141,0,0,0,1,0.125,2,2,0,3,3,0,False,True,87.5,,28,2523,2400,2401,2400,123,6,4100,11,4500,0.9111,0,0,0,1,0.1667,1,1,0,3,3,0,False,True,83.3,,0,3,8,"enemy_value: medium→hard LOOSER (m=9200, h=4500)",F-INVERT-ENEMY,
rob-cash-depletion-recovery,F7_procedure,False,70,6303,6300,6301,6300,3,6,7100,2,4000,1.775,1400,0,0,0,0.0,,,0,4,2,0,True,True,,,70,6303,6300,6301,6300,3,7,8250,1,2000,4.125,1400,0,0,0,0.0,,,0,4,2,1,True,True,,,70,6303,6300,6301,6300,3,10,11050,1,2000,5.525,1400,0,0,0,0.0,,,0,4,2,1,True,True,,,0,-1,6,"enemy_value: easy→medium LOOSER (e=4000, m=2000)",,OK
rob-deadline-shortened-midway,F7_procedure,True,60,5403,2000,2001,2000,3403,5,5400,1,2000,2.7,1000,0,0,0,0.0,,,0,2,2,1,False,True,,,60,5403,2000,2001,2000,3403,5,5400,1,2000,2.7,1000,0,0,0,0.0,,,0,2,2,1,False,True,,,60,5403,2050,2051,2050,3353,5,5400,1,2000,2.7,1000,0,0,0,0.0,,,2,2,2,1,False,True,,,2,-1,6,"effective_deadline: medium→hard LOOSER (m=2000, h=2050)",,OK
rob-multiple-simultaneous-pressures,F7_procedure,False,61,5493,5400,5401,5400,93,9,8700,8,5100,1.7059,2000,0,0,0,0.0,,,0,6,3,0,True,True,,,61,5493,5400,5401,5400,93,9,8700,10,5900,1.4746,2000,0,0,0,0.0,,,0,6,3,0,True,True,,,51,4593,4500,4501,4500,93,9,8700,8,5100,1.7059,2000,0,0,0,0.0,,,2,6,3,0,True,True,,,2,1,6,"enemy_value: medium→hard LOOSER (m=5900, h=5100)",,OK
rob-objective-change-midway,F7_procedure,False,65,5853,5400,5401,5400,453,6,6250,6,5700,1.0965,500,0,0,0,0.0,,,0,2,2,0,True,True,,,65,5853,5400,5401,5400,453,6,6250,6,5700,1.0965,500,0,0,0,0.0,,,0,2,2,0,True,True,,,65,5853,5400,5401,5400,453,6,6250,6,5700,1.0965,500,0,0,0,0.0,,,2,2,2,0,True,True,,,2,0,6,,,OK
rob-objective-shift-with-or-clause,F7_procedure,False,65,5853,5400,5401,5400,453,5,4250,10,7900,0.538,500,0,0,1,0.2,3,3,0,4,3,0,True,True,80.0,,65,5853,5400,5401,5400,453,5,4250,14,9750,0.4359,500,0,0,1,0.2,3,3,0,4,3,0,True,True,80.0,,65,5853,5400,5401,5400,453,5,4250,19,12100,0.3512,500,0,0,1,0.2,2,2,2,4,3,0,True,True,80.0,,2,3,8,,,OK
rob-partial-base-loss-continue,F7_procedure,False,60,5403,5400,5401,5400,3,12,13100,8,3900,3.359,2000,5,0,1,0.0833,11,,0,4,3,1,True,True,85.2,,60,5403,5400,5401,5400,3,13,13700,10,4700,2.9149,2000,5,0,1,0.0769,12,,0,4,3,1,True,True,85.2,,60,5403,5400,5401,5400,3,14,13800,10,4700,2.9362,3000,5,0,1,0.0714,13,,2,4,3,1,True,True,85.2,,2,-1,8,"max_losses: easy→medium LOOSER (e=11, m=12); max_losses: medium→hard LOOSER (m=12, h=13)",,OK
rob-unexpected-enemy-spawn,F7_procedure,True,90,8103,5400,5401,5400,2703,7,6550,5,2400,2.7292,0,7,0,2,0.2857,5,,0,4,3,1,False,True,71.4,,90,8103,5400,5401,5400,2703,7,6550,5,2400,2.7292,0,8,0,2,0.2857,5,,0,4,3,1,False,True,71.4,,90,8103,5400,5401,5400,2703,9,7700,5,2400,3.2083,0,9,0,2,0.2222,7,,2,4,3,1,False,True,76.3,,2,1,8,"max_losses: medium→hard LOOSER (m=5, h=7); survival_strictness m=0.29 > h=0.22",F-INVERT,fix the inverted metric (tighten hard or loosen medium)
rob-unit-loss-recovery,F7_procedure,False,60,5403,5400,5401,5400,3,8,10100,8,6500,1.5538,1500,5,0,1,0.125,7,,0,4,3,0,True,True,85.2,,60,5403,5400,5401,5400,3,8,10100,10,8600,1.1744,1500,5,0,1,0.125,7,,0,4,3,0,True,True,85.2,,60,5403,5400,5401,5400,3,9,10200,10,8600,1.186,3450,5,0,1,0.1111,8,,2,4,3,0,True,True,85.2,,2,0,8,"max_losses: medium→hard LOOSER (m=7, h=8)",,OK
rush-hour,F1_combat_micro,False,41,3693,3603,3603,3603,90,6,4400,22,2200,2.0,0,7,0,1,0.1667,5,5,4,4,3,0,False,True,71.1,,41,3693,3603,3603,3603,90,6,4400,22,2200,2.0,0,9,0,1,0.1667,4,4,4,4,3,0,False,True,64.5,,41,3693,3603,3603,3603,90,6,4400,22,2200,2.0,0,10,0,1,0.1667,4,4,4,4,3,0,False,True,61.1,,4,3,8,,,OK
scout-and-report,F4_perception,False,52,4683,4500,4501,4500,183,2,1000,4,2700,0.3704,0,0,0,1,0.5,0,0,0,4,3,0,False,True,50.0,,52,4683,4500,4501,4500,183,2,1000,6,2900,0.3448,0,0,0,1,0.5,0,0,0,4,3,0,False,True,50.0,,52,4683,4500,4501,4500,183,2,1000,10,3300,0.303,0,0,0,1,0.5,0,0,2,5,3,0,False,True,50.0,,2,2,8,,,OK
scout-and-survive,F4_perception,False,52,4683,4500,4501,4500,183,1,500,4,2700,0.1852,0,0,0,1,1.0,0,,0,3,2,0,False,True,0.0,,52,4683,4500,4501,4500,183,1,500,6,2900,0.1724,0,0,0,1,1.0,0,,0,3,2,0,False,True,0.0,,52,4683,4500,4501,4500,183,1,500,8,3100,0.1613,0,0,0,1,1.0,0,,2,4,2,0,False,True,0.0,,2,2,8,,,OK
scout-count-defenders,F4_perception,False,30,2703,2600,2601,2600,103,7,7900,5,4900,1.6122,5100,2,0,0,0.0,,,0,4,2,0,True,True,83.1,,35,3153,3000,3001,3000,153,7,7900,5,5150,1.534,5100,3,0,0,0.0,,,0,4,2,0,True,True,81.3,,44,3963,3800,3801,3800,163,7,7900,7,6600,1.197,5100,4,0,0,0.0,,,2,4,2,0,True,True,82.1,,2,2,6,"effective_deadline: easy→medium LOOSER (e=2600, m=3000); effective_deadline: medium→hard LOOSER (m=3000, h=3800)",,OK
scout-cycle-keep-info-fresh,F4_perception,True,50,4503,4000,300,300,4203,10,9750,5,3200,3.0469,1000,2,0,1,0.1,9,,0,3,4,1,False,True,-46.7,,50,4503,4000,300,300,4203,10,9750,7,3800,2.5658,1000,3,0,1,0.1,9,,0,3,4,1,False,True,-86.7,,50,4503,4000,300,300,4203,10,9750,7,3800,2.5658,1000,3,0,1,0.1,9,,2,3,4,1,False,True,-86.7,,2,2,8,,,OK
scout-deny-enemy-vision,F4_perception,False,25,2253,1100,1101,1100,1153,2,1700,2,2300,0.7391,0,1,0,0,0.0,,,0,2,1,0,False,True,70.9,,25,2253,1300,1301,1300,953,4,3400,3,2600,1.3077,0,2,0,0,0.0,,,0,2,1,0,False,True,66.2,,25,2253,1100,1101,1100,1153,4,3400,3,2600,1.3077,0,2,0,0,0.0,,,2,2,1,0,False,True,60.0,,2,2,6,"effective_deadline: easy→medium LOOSER (e=1100, m=1300)",,OK
scout-detect-base-direction,F4_perception,True,50,4503,2500,2501,2500,2003,7,6400,5,6200,1.0323,0,0,0,1,0.1429,1,1,0,4,3,0,False,True,85.7,,50,4503,2500,2501,2500,2003,7,6400,5,6200,1.0323,0,0,0,1,0.1429,1,1,0,4,3,0,False,True,85.7,,45,4053,2700,2701,2700,1353,7,6400,12,8300,0.7711,0,0,0,1,0.1429,1,1,2,4,3,0,False,True,85.7,,2,0,8,"effective_deadline: medium→hard LOOSER (m=2500, h=2700)",,OK
scout-detect-enemy-tech,F4_perception,False,26,2343,2200,2201,2200,143,2,1000,3,4300,0.2326,0,0,0,1,0.5,1,,0,2,2,0,False,True,50.0,,40,3603,3600,3601,3600,3,2,1000,5,6100,0.1639,0,0,0,1,0.5,1,1,0,3,3,0,False,True,50.0,,40,3603,3600,3601,3600,3,2,1000,6,6500,0.1538,0,0,0,1,0.5,0,0,2,3,3,0,False,True,50.0,,2,2,8,"effective_deadline: easy→medium LOOSER (e=2200, m=3600)",,OK
scout-detect-incoming-army,F4_perception,True,50,4503,2500,2501,2500,2003,5,3550,6,2500,1.42,0,3,0,1,0.2,2,2,0,5,3,0,False,True,77.6,,50,4503,2500,2501,2500,2003,5,3550,9,2800,1.2679,0,3,0,1,0.2,2,2,0,6,3,0,False,True,77.6,,50,4503,2500,2501,2500,2003,5,3550,11,3000,1.1833,0,3,0,1,0.2,2,2,2,6,3,0,False,True,77.6,,2,2,8,,,OK
scout-discover-hidden-base,F4_perception,False,9,813,700,701,700,113,2,1000,4,2700,0.3704,0,0,0,1,0.5,1,1,0,3,3,0,False,True,50.0,,8,723,600,601,600,123,2,1000,5,2800,0.3571,0,0,0,1,0.5,1,1,0,3,3,0,False,True,50.0,,7,633,500,501,500,133,2,1000,7,5300,0.1887,0,0,0,1,0.5,1,1,2,3,3,0,False,True,50.0,,2,4,8,,,OK
scout-far-frontier,F4_perception,False,17,1533,1530,1531,1530,3,3,2600,2,2500,1.04,0,0,0,1,0.3333,2,,0,4,3,0,False,True,66.7,,13,1173,1170,1171,1170,3,3,2600,2,2500,1.04,0,0,0,1,0.3333,2,,0,4,3,0,False,True,66.7,,12,1083,1080,1081,1080,3,3,2600,3,4500,0.5778,0,0,0,1,0.3333,2,,2,5,3,0,False,True,66.7,,2,3,8,,,OK
scout-jeep-vs-infantry-cost-effective,F4_perception,False,21,1893,1800,1801,1800,93,5,6200,1,2000,3.1,900,0,0,0,0.0,,,0,3,2,0,True,True,,,15,1353,1200,1201,1200,153,5,6200,1,2000,3.1,900,0,0,0,0.0,,,0,3,2,0,True,True,,,15,1353,1200,1201,1200,153,6,6300,1,2000,3.15,900,0,0,0,0.0,,,2,3,2,0,True,True,,,2,1,6,,,OK
scout-map-reveal-percent-target,F4_perception,False,8,723,453,454,453,270,4,2000,0,0,inf,0,0,0,1,0.25,0,0,0,3,2,0,False,True,75.0,,12,1083,825,826,825,258,4,2000,0,0,inf,0,0,0,1,0.25,0,0,0,3,2,0,False,True,75.0,,15,1353,1350,1351,1350,3,5,2500,0,0,inf,0,0,0,1,0.2,0,0,2,3,2,0,False,True,80.0,,2,-2,8,"effective_deadline: easy→medium LOOSER (e=453, m=825); effective_deadline: medium→hard LOOSER (m=825, h=1350)",,OK
scout-multiple-fog-areas,F4_perception,False,22,1983,1800,1801,1800,183,3,1500,2,2800,0.5357,0,0,0,1,0.3333,1,1,0,3,3,0,False,True,66.7,,13,1173,1050,1051,1050,123,3,1500,3,4200,0.3571,0,0,0,1,0.3333,1,1,0,3,3,0,False,True,66.7,,16,1443,1300,1301,1300,143,3,1500,4,5600,0.2679,0,0,0,1,0.3333,1,1,2,3,3,0,False,True,66.7,,2,2,8,"effective_deadline: medium→hard LOOSER (m=1050, h=1300)",,OK
scout-track-enemy-movement,F4_perception,True,50,4503,4000,300,300,4203,11,10600,5,3200,3.3125,1000,2,0,1,0.0909,10,,0,3,4,4,False,True,-46.7,,50,4503,4000,300,300,4203,11,10600,7,3800,2.7895,1000,3,0,1,0.0909,10,,0,3,4,6,False,True,-86.7,,50,4503,4000,300,300,4203,11,10600,7,3800,2.7895,1000,3,0,1,0.0909,10,,2,3,4,6,False,True,-86.7,,2,2,8,,,OK
spec-engineer-capture,F10_special,False,25,2253,2000,2001,2000,253,1,400,1,1400,0.2857,0,0,0,0,0.0,,,0,2,1,0,False,True,,,35,3153,3000,3001,3000,153,1,400,1,1400,0.2857,0,0,0,0,0.0,,,0,2,1,0,False,True,,,50,4503,4000,4001,4000,503,2,800,2,1500,0.5333,0,0,0,0,0.0,,,0,2,1,0,False,True,,,0,-1,6,"effective_deadline: easy→medium LOOSER (e=2000, m=3000); effective_deadline: medium→hard LOOSER (m=3000, h=4000)",,OK
spec-nuke-strike,F10_special,True,22,1983,1800,1801,1800,183,2,3000,6,2750,1.0909,0,0,0,0,0.0,,,0,2,1,0,False,True,,,22,1983,1800,1801,1800,183,2,3000,7,2900,1.0345,0,0,0,0,0.0,,,0,2,1,0,False,True,,,22,1983,1800,1801,1800,183,2,3000,7,2900,1.0345,0,0,0,0,0.0,,,2,2,1,0,False,True,,,2,1,6,,,OK
spec-spy-infiltrate,F10_special,False,25,2253,2000,2001,2000,253,1,500,4,2350,0.2128,0,0,0,0,0.0,,,0,2,2,0,False,True,,,35,3153,3000,3001,3000,153,1,500,6,4650,0.1075,0,0,0,0,0.0,,,0,2,2,0,False,True,,,50,4503,4000,4001,4000,503,2,1000,8,5250,0.1905,0,0,0,0,0.0,,,0,2,2,0,False,True,,,0,0,6,"effective_deadline: easy→medium LOOSER (e=2000, m=3000); effective_deadline: medium→hard LOOSER (m=3000, h=4000)",,OK
spec-tanya-c4-strike,F10_special,False,20,1803,1500,1501,1500,303,1,1200,2,3400,0.3529,0,0,0,0,0.0,,,0,2,1,0,False,True,,,25,2253,2000,2001,2000,253,1,1200,4,3600,0.3333,0,0,0,0,0.0,,,0,2,1,0,False,True,,,30,2703,2700,2701,2700,3,1,1200,4,3600,0.3333,0,0,0,0,0.0,,,0,2,1,0,False,True,,,0,-1,6,"effective_deadline: easy→medium LOOSER (e=1500, m=2000); effective_deadline: medium→hard LOOSER (m=2000, h=2700)",,OK
spec-thief-steal-cash,F10_special,False,15,1353,1350,1351,1350,3,1,500,2,3400,0.1471,0,0,400,1,1.0,0,,0,2,2,0,False,True,-100.0,,20,1803,1800,1801,1800,3,1,500,3,2450,0.2041,0,0,400,1,1.0,0,,0,2,2,0,False,True,-100.0,,30,2703,2700,2701,2700,3,2,1000,3,2250,0.4444,0,0,800,1,0.5,1,,0,2,2,0,False,True,-100.0,,0,-5,8,"max_losses: medium→hard LOOSER (m=0, h=1); effective_deadline: easy→medium LOOSER (e=1350, m=1800); effective_deadline: medium→hard LOOSER (m=1800, h=2700); enemy_value: easy→medium LOOSER (e=3400, m=2450); enemy_value: medium→hard LOOSER (m=2450, h=2250)",F-INVERT,fix the inverted metric (tighten hard or loosen medium)
strategy-dilemma,F9_tempo_strategy,False,55,4953,4500,,4500,453,12,5500,18,12000,0.4583,0,0,0,1,0.0833,11,,0,2,2,0,False,True,91.7,,45,4053,3600,,3600,453,12,5500,18,12000,0.4583,0,0,0,1,0.0833,7,7,0,3,3,0,False,True,91.7,,35,3153,2700,,2700,453,12,5500,18,12000,0.4583,0,0,0,1,0.0833,5,5,0,3,3,0,False,True,91.7,,0,4,8,,,OK
strategy-gauntlet,F9_tempo_strategy,False,90,8103,8000,8001,8000,103,16,11000,19,9600,1.1458,0,0,0,1,0.0625,12,12,0,3,3,0,False,True,93.8,,90,8103,8000,8001,8000,103,16,11000,19,9600,1.1458,0,0,0,1,0.0625,9,9,0,3,3,0,False,True,93.8,,55,4953,4500,4501,4500,453,16,11000,19,9600,1.1458,0,0,0,1,0.0625,9,9,0,3,3,0,False,True,93.8,,0,2,8,,,OK
strategy-trilemma,F9_tempo_strategy,False,60,5403,5400,5401,5400,3,4,4200,2,2100,2.0,3000,1,0,12,3.0,0,,0,7,2,0,True,True,-200.0,,50,4503,4500,4501,4500,3,4,4200,2,2100,2.0,2400,1,0,12,3.0,0,,0,7,2,0,True,True,-200.0,,40,3603,3600,3601,3600,3,5,4300,3,2200,1.9545,2200,1,0,12,2.4,3,3,2,10,3,0,True,True,-140.0,,2,2,8,"max_losses: medium→hard LOOSER (m=0, h=3)",,OK
strategy-twobody,F9_tempo_strategy,False,100,9003,8500,,8500,503,16,8800,23,15000,0.5867,0,0,0,1,0.0625,15,,0,4,2,0,False,True,93.8,,90,8103,6500,,6500,1603,16,8800,23,15000,0.5867,0,0,0,1,0.0625,10,10,0,5,3,0,False,True,93.8,,80,7203,5000,,5000,2203,16,8800,23,15000,0.5867,0,0,0,1,0.0625,6,6,0,5,3,0,False,True,93.8,,0,4,8,,,OK
strict-production-bom,F7_procedure,False,40,3603,2700,2701,2700,903,2,2300,1,100,23.0,2200,0,0,0,0.0,,,0,3,3,0,True,True,,,45,4053,3000,3001,3000,1053,2,2300,1,100,23.0,3000,0,0,0,0.0,,,0,3,3,0,True,True,,,75,6753,6300,6301,6300,453,2,2300,1,100,23.0,7200,0,0,0,0.0,,,0,5,4,0,True,True,,,0,-2,6,"effective_deadline: easy→medium LOOSER (e=2700, m=3000); effective_deadline: medium→hard LOOSER (m=3000, h=6300)",,OK
strict-sequence,F7_procedure,False,34,3063,2600,2601,2600,463,1,500,0,0,inf,0,0,0,1,1.0,0,,0,2,2,0,False,True,0.0,,44,3963,3400,3401,3400,563,1,500,0,0,inf,0,0,0,1,1.0,0,,0,2,2,0,False,True,0.0,,46,4143,3700,3701,3700,443,1,500,0,0,inf,0,0,0,1,1.0,0,,2,2,2,0,False,True,0.0,,2,-2,8,"effective_deadline: easy→medium LOOSER (e=2600, m=3400); effective_deadline: medium→hard LOOSER (m=3400, h=3700)",,OK
strict-toolban-fidelity-under-pressure,F7_procedure,False,55,4953,4500,4501,4500,453,3,300,2,2100,0.1429,0,0,0,0,0.0,1,1,0,3,3,0,False,True,,,55,4953,4500,4501,4500,453,3,300,3,2200,0.1364,0,0,0,0,0.0,1,1,0,3,3,0,False,True,,,55,4953,4500,4501,4500,453,3,300,5,2400,0.125,0,0,0,0,0.0,0,0,0,3,3,0,False,True,,,0,3,8,,,OK
tech-aggro-all-in,F6_build_tech,False,50,4503,4500,4501,4500,3,3,2800,1,2000,1.4,5500,0,0,0,0.0,,,0,3,2,0,True,True,,,40,3603,3600,3601,3600,3,3,2800,1,2000,1.4,4800,0,0,0,0.0,,,0,3,2,0,True,True,,,37,3333,3300,3301,3300,33,4,2900,1,2000,1.45,4800,0,0,0,0.0,,,2,4,2,0,True,True,,,2,2,6,,,OK
tech-balanced-econ-then-tech,F6_build_tech,False,90,8103,8100,8101,8100,3,4,3900,1,2000,1.95,2800,0,0,0,0.0,,,0,2,2,0,True,True,,,70,6303,6300,6301,6300,3,4,3900,1,2000,1.95,2800,0,0,0,0.0,,,0,2,2,0,True,True,,,60,5403,5400,5401,5400,3,4,3900,1,2000,1.95,2800,0,0,0,0.0,,,2,2,2,0,True,True,,,2,2,6,,,OK
tech-production-planning,F6_build_tech,False,60,5403,5400,5403,5400,3,4,3700,1,100,37.0,5000,0,0,0,0.0,,,0,3,1,0,True,True,,,80,7203,7200,7203,7200,3,3,2300,1,100,23.0,6500,0,0,0,0.0,,,0,5,1,0,True,True,,,90,8103,8100,8103,8100,3,8,4500,3,3450,1.3043,3000,0,0,0,0.0,,,0,3,2,0,True,True,,,0,-1,6,"effective_deadline: easy→medium LOOSER (e=5400, m=7200); effective_deadline: medium→hard LOOSER (m=7200, h=8100)",,OK
tech-turtle-defensive-tech,F6_build_tech,False,90,8103,7200,7201,7200,903,9,5900,5,2400,2.4583,3000,0,0,1,0.1111,8,,0,3,2,0,True,True,88.9,,80,7203,7200,7201,7200,3,14,6800,6,2700,2.5185,3000,0,0,1,0.0714,6,6,0,4,3,0,True,True,92.9,,80,7203,7200,7201,7200,3,15,7100,9,3200,2.2188,3000,0,0,1,0.0667,6,6,2,4,3,0,True,True,93.3,,2,3,8,,,OK
tempo-double-window,F9_tempo_strategy,False,52,4683,4500,4501,4500,183,6,4800,9,2800,1.7143,0,7,0,2,0.3333,4,4,0,5,3,0,False,True,66.7,,52,4683,4500,4501,4500,183,6,4800,10,4000,1.2,0,7,0,2,0.3333,4,4,0,5,3,0,False,True,66.7,,52,4683,4500,4501,4500,183,6,4800,11,5200,0.9231,0,7,0,2,0.3333,2,2,2,5,3,0,False,True,66.7,,2,3,8,,,OK
tempo-strike-window,F9_tempo_strategy,True,48,4323,4200,4201,4200,123,8,5650,6,1000,5.65,0,4,0,1,0.125,3,3,0,4,5,0,False,True,83.8,,52,4683,3600,3601,3600,1083,8,5650,6,1000,5.65,0,5,0,1,0.125,2,2,0,4,5,0,False,True,77.8,,56,5043,3000,3001,3000,2043,8,5650,6,1000,5.65,0,6,0,1,0.125,1,1,0,4,5,0,False,True,69.3,,0,6,8,,F-NO-SEED-ROTATION,
tp-decision-under-clock,F9_tempo_strategy,False,40,3603,3300,3301,3300,303,7,6400,9,8250,0.7758,0,0,0,2,0.2857,5,,0,4,3,0,False,True,71.4,,35,3153,2900,2901,2900,253,7,6400,9,8250,0.7758,0,0,0,2,0.2857,5,,0,4,3,0,False,True,71.4,,35,3153,2900,2901,2900,253,7,6400,9,8250,0.7758,0,0,0,2,0.2857,5,,2,4,3,0,False,True,71.4,,2,1,8,,,OK
tp-pressure-procedural,F9_tempo_strategy,False,31,2793,2700,2701,2700,93,5,5400,5,2400,2.25,0,4,0,0,0.0,,,0,4,3,0,False,True,74.8,,31,2793,2700,2701,2700,93,5,5400,5,3000,1.8,0,4,0,0,0.0,,,0,4,3,0,False,True,74.8,,31,2793,2700,2701,2700,93,5,5400,5,3000,1.8,0,4,0,0,0.0,,,2,4,3,0,False,True,74.8,,2,1,6,,,OK
tp-rush-multi-objective,F9_tempo_strategy,False,26,2343,2000,2001,2000,343,7,6400,4,4200,1.5238,0,0,0,0,0.0,,,0,3,2,0,False,True,,,23,2073,1900,1901,1900,173,7,6400,4,4200,1.5238,0,0,0,0,0.0,,,0,3,2,0,False,True,,,23,2073,1900,1901,1900,173,7,6400,4,4200,1.5238,0,0,0,0,0.0,,,2,3,2,0,False,True,,,2,1,6,,,OK
tp-rush-objective-very-fast,F9_tempo_strategy,False,40,3603,3600,3601,3600,3,4,4550,3,2200,2.0682,0,0,0,0,0.0,,,0,2,2,0,False,True,,,37,3333,3300,3301,3300,33,4,4550,3,2200,2.0682,0,0,0,0,0.0,,,0,2,2,0,False,True,,,37,3333,3300,3301,3300,33,4,4550,3,2200,2.0682,0,0,0,0,0.0,,,2,2,2,0,False,True,,,2,1,6,,,OK
tp-survive-and-grow,F9_tempo_strategy,False,60,5403,5400,5401,5400,3,8,9700,8,2900,3.3448,1500,0,0,0,0.0,,,0,4,2,0,True,True,,,60,5403,5400,5401,5400,3,8,9700,11,3200,3.0312,1500,0,0,0,0.0,,,0,4,2,0,True,True,,,60,5403,5400,5401,5400,3,8,9700,9,3200,3.0312,1500,0,0,0,0.0,,,2,4,2,0,True,True,,,2,1,6,,,OK
tp-survive-and-strike-at-window,F9_tempo_strategy,False,50,4503,,200,200,4303,6,6800,8,3450,1.971,0,0,0,1,0.1667,5,,0,1,6,0,False,True,83.3,,45,4053,,200,200,3853,6,6800,8,3450,1.971,0,0,0,1,0.1667,5,,0,1,6,0,False,True,83.3,,42,3783,,200,200,3583,6,6800,8,3450,1.971,0,0,0,1,0.1667,5,,2,1,6,0,False,True,83.3,,2,0,8,,,OK
tp-survive-n-turns,F9_tempo_strategy,False,45,4053,3600,3601,3600,453,8,7400,19,3800,1.9474,0,0,0,4,0.5,4,,0,4,3,3,False,True,50.0,,55,4953,4500,4501,4500,453,8,7400,19,3800,1.9474,0,0,0,4,0.5,4,,0,4,3,5,False,True,50.0,,65,5853,5400,5401,5400,453,8,7400,13,3200,2.3125,0,0,0,4,0.5,4,,2,4,3,5,False,True,50.0,,2,-3,8,"effective_deadline: easy→medium LOOSER (e=3600, m=4500); effective_deadline: medium→hard LOOSER (m=4500, h=5400); enemy_value: medium→hard LOOSER (m=3800, h=3200)",F-INVERT-ENEMY,
